city,lat,lng,country,iso2,admin_name,capital,population,population_proper,x,y,z
Kalgoorlie,0.2209214440238747,-2.5038242128272206,Australia,AU,Western Australia,admin,0.022003771688356575,0.033940672257794215,0.2209214440238747,-2.5038242128272206,0.022003771688356575
Mount Gambier,-0.9563654746392812,-0.4633326377734887,Australia,AU,South Australia,admin,0.02117877942048777,0.015274531942698562,-0.9563654746392812,-0.4633326377734887,0.02117877942048777
Lismore,0.5421916628277653,0.8571190334984036,Australia,AU,New South Wales,admin,0.01756845611490954,-0.07912354403862332,0.5421916628277653,0.8571190334984036,0.01756845611490954
Maryborough,1.0874298894615086,0.7957046419398673,Australia,AU,Queensland,admin,0.011919223347312696,-0.02822097509542841,1.0874298894615086,0.7957046419398673,0.011919223347312696
Quakers Hill,-0.2754827782300415,0.603137672880336,Australia,AU,New South Wales,admin,0.011125659356315086,0.022023092702225883,-0.2754827782300415,0.603137672880336,0.011125659356315086
Gawler,-0.4190916634287379,-0.6785893407627988,Australia,AU,South Australia,admin,0.00873711031410446,-0.091729752243123,-0.4190916634287379,-0.6785893407627988,0.00873711031410446
Caboolture,0.8331671741137653,0.8237076608634467,Australia,AU,Queensland,admin,0.008583897464357396,0.0192384506031097,0.8331671741137653,0.8237076608634467,0.008583897464357396
Ballina,0.5394315522635666,0.8835270106047571,Australia,AU,New South Wales,admin,0.008379613664694646,-0.08151652859365979,0.5394315522635666,0.8835270106047571,0.008379613664694646
Taree,0.029526066285980743,0.7690959642075048,Australia,AU,New South Wales,admin,0.008379613664694646,-0.024816567212274005,0.029526066285980743,0.7690959642075048,0.008379613664694646
Traralgon,-1.0172874331165327,0.14484307498583437,Australia,AU,Victoria,admin,0.0048596466551210915,0.012782557019378206,-1.0172874331165327,0.14484307498583437,0.0048596466551210915
Busselton,-0.2610836472144022,-3.1502914923907577,Australia,AU,Western Australia,admin,0.004246795256132839,0.01448691292548332,-0.2610836472144022,-3.1502914923907577,0.004246795256132839
Armidale,0.26230647531478046,0.6845904374671751,Australia,AU,New South Wales,admin,0.0010057542037911172,0.010936171454431,0.26230647531478046,0.6845904374671751,0.0010057542037911172
Goulburn,-0.44512981489581604,0.47000977869178606,Australia,AU,New South Wales,admin,-0.0016224354495623515,0.0019624793730442253,-0.44512981489581604,0.47000977869178606,-0.0016224354495623515
Alice Springs,1.392954176311809,-1.1938934796344978,Australia,AU,Northern Territory,admin,-0.0020506457219323488,0.007587714649002266,1.392954176311809,-1.1938934796344978,-0.0020506457219323488
Devonport,-1.5135752651659342,0.12436104794214507,Australia,AU,Tasmania,admin,-0.004722049255983707,0.004661042891043989,-1.5135752651659342,0.12436104794214507,-0.004722049255983707
Bacchus Marsh,-0.9306931209578189,-0.07713181737933289,Australia,AU,Victoria,admin,-0.00795523323910763,-0.06700798374648721,-0.9306931209578189,-0.07713181737933289,-0.00795523323910763
Whyalla,-0.15890967482283258,-0.8030554184604654,Australia,AU,South Australia,admin,-0.009844858385988076,-0.000951280597746588,-0.15890967482283258,-0.8030554184604654,-0.009844858385988076
Cessnock,-0.12580497522452347,0.6534818404358905,Australia,AU,New South Wales,admin,-0.00991164347433936,-0.02920657484921142,-0.12580497522452347,0.6534818404358905,-0.00991164347433936
Gympie,0.9789375916820144,0.7918596404731838,Australia,AU,Queensland,admin,-0.010406638835060641,-0.04803196053937245,0.9789375916820144,0.7918596404731838,-0.010406638835060641
Griffith,-0.36786334627032785,0.09199543120059846,Australia,AU,New South Wales,admin,-0.01570230348785657,-0.016213013029687834,-0.36786334627032785,0.09199543120059846,-0.01570230348785657
Kwinana,-0.026906555731430564,-3.105461310455011,Australia,AU,Western Australia,admin,-0.016350511698324913,-0.018997655128804018,-0.026906555731430564,-3.105461310455011,-0.016350511698324913
Burnie,-1.4941214738399564,0.07459785588293459,Australia,AU,Tasmania,admin,-0.019104414459163152,-0.011095641382316673,-1.4941214738399564,0.07459785588293459,-0.019104414459163152
Wangaratta,-0.7117631462662329,0.12078012624652475,Australia,AU,Victoria,admin,-0.01936762627795939,-0.01973793092640523,-0.7117631462662329,0.12078012624652475,-0.01936762627795939
Grafton,0.3981005896389384,0.8201478655495091,Australia,AU,New South Wales,admin,-0.020310474584095163,-0.049732012516421745,0.3981005896389384,0.8201478655495091,-0.020310474584095163
Yeppoon,1.4871803604522527,0.5877576670135984,Australia,AU,Queensland,admin,-0.02060511467976259,-0.06726621948983648,1.4871803604522527,0.5877576670135984,-0.02060511467976259
Murray Bridge,-0.5053700593180545,-0.6234494845647333,Australia,AU,South Australia,admin,-0.02148510643215598,-0.031862099076652974,-0.5053700593180545,-0.6234494845647333,-0.02148510643215598
Mount Isa,1.8862324902159096,-0.5988372499016112,Australia,AU,Queensland,admin,-0.0222354565424557,-0.09401944250081978,1.8862324902159096,-0.5988372499016112,-0.0222354565424557
